INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 0', 'MODELPHUKIEN0', 'SERIPHUKIEN0', '2000000', '1');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3489', 'MODELPHUKIEN3489', 'SERIPHUKIEN3489', '2000000', '979');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3490', 'MODELPHUKIEN3490', 'SERIPHUKIEN3490', '2000000', '981');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3491', 'MODELPHUKIEN3491', 'SERIPHUKIEN3491', '2000000', '983');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3492', 'MODELPHUKIEN3492', 'SERIPHUKIEN3492', '2000000', '985');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3493', 'MODELPHUKIEN3493', 'SERIPHUKIEN3493', '2000000', '987');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3494', 'MODELPHUKIEN3494', 'SERIPHUKIEN3494', '2000000', '989');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3495', 'MODELPHUKIEN3495', 'SERIPHUKIEN3495', '2000000', '991');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3496', 'MODELPHUKIEN3496', 'SERIPHUKIEN3496', '2000000', '993');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3497', 'MODELPHUKIEN3497', 'SERIPHUKIEN3497', '2000000', '995');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3498', 'MODELPHUKIEN3498', 'SERIPHUKIEN3498', '2000000', '997');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3499', 'MODELPHUKIEN3499', 'SERIPHUKIEN3499', '2000000', '999');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3500', 'MODELPHUKIEN3500', 'SERIPHUKIEN3500', '2000000', '1001');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3501', 'MODELPHUKIEN3501', 'SERIPHUKIEN3501', '2000000', '1003');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3502', 'MODELPHUKIEN3502', 'SERIPHUKIEN3502', '2000000', '1005');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3503', 'MODELPHUKIEN3503', 'SERIPHUKIEN3503', '2000000', '1007');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3504', 'MODELPHUKIEN3504', 'SERIPHUKIEN3504', '2000000', '1009');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3505', 'MODELPHUKIEN3505', 'SERIPHUKIEN3505', '2000000', '1011');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3506', 'MODELPHUKIEN3506', 'SERIPHUKIEN3506', '2000000', '1013');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3507', 'MODELPHUKIEN3507', 'SERIPHUKIEN3507', '2000000', '1015');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3508', 'MODELPHUKIEN3508', 'SERIPHUKIEN3508', '2000000', '1017');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3509', 'MODELPHUKIEN3509', 'SERIPHUKIEN3509', '2000000', '1019');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3510', 'MODELPHUKIEN3510', 'SERIPHUKIEN3510', '2000000', '1021');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3511', 'MODELPHUKIEN3511', 'SERIPHUKIEN3511', '2000000', '1023');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3512', 'MODELPHUKIEN3512', 'SERIPHUKIEN3512', '2000000', '1025');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3513', 'MODELPHUKIEN3513', 'SERIPHUKIEN3513', '2000000', '1027');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3514', 'MODELPHUKIEN3514', 'SERIPHUKIEN3514', '2000000', '1029');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3515', 'MODELPHUKIEN3515', 'SERIPHUKIEN3515', '2000000', '1031');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3516', 'MODELPHUKIEN3516', 'SERIPHUKIEN3516', '2000000', '1033');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3517', 'MODELPHUKIEN3517', 'SERIPHUKIEN3517', '2000000', '1035');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3518', 'MODELPHUKIEN3518', 'SERIPHUKIEN3518', '2000000', '1037');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3519', 'MODELPHUKIEN3519', 'SERIPHUKIEN3519', '2000000', '1039');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3520', 'MODELPHUKIEN3520', 'SERIPHUKIEN3520', '2000000', '1041');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3521', 'MODELPHUKIEN3521', 'SERIPHUKIEN3521', '2000000', '1043');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3522', 'MODELPHUKIEN3522', 'SERIPHUKIEN3522', '2000000', '1045');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3523', 'MODELPHUKIEN3523', 'SERIPHUKIEN3523', '2000000', '1047');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3524', 'MODELPHUKIEN3524', 'SERIPHUKIEN3524', '2000000', '1049');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3525', 'MODELPHUKIEN3525', 'SERIPHUKIEN3525', '2000000', '1051');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3526', 'MODELPHUKIEN3526', 'SERIPHUKIEN3526', '2000000', '1053');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3527', 'MODELPHUKIEN3527', 'SERIPHUKIEN3527', '2000000', '1055');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3528', 'MODELPHUKIEN3528', 'SERIPHUKIEN3528', '2000000', '1057');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3529', 'MODELPHUKIEN3529', 'SERIPHUKIEN3529', '2000000', '1059');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3530', 'MODELPHUKIEN3530', 'SERIPHUKIEN3530', '2000000', '1061');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3531', 'MODELPHUKIEN3531', 'SERIPHUKIEN3531', '2000000', '1063');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3532', 'MODELPHUKIEN3532', 'SERIPHUKIEN3532', '2000000', '1065');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3533', 'MODELPHUKIEN3533', 'SERIPHUKIEN3533', '2000000', '1067');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3534', 'MODELPHUKIEN3534', 'SERIPHUKIEN3534', '2000000', '1069');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3535', 'MODELPHUKIEN3535', 'SERIPHUKIEN3535', '2000000', '1071');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3536', 'MODELPHUKIEN3536', 'SERIPHUKIEN3536', '2000000', '1073');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3537', 'MODELPHUKIEN3537', 'SERIPHUKIEN3537', '2000000', '1075');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3538', 'MODELPHUKIEN3538', 'SERIPHUKIEN3538', '2000000', '1077');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3539', 'MODELPHUKIEN3539', 'SERIPHUKIEN3539', '2000000', '1079');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3540', 'MODELPHUKIEN3540', 'SERIPHUKIEN3540', '2000000', '1081');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3541', 'MODELPHUKIEN3541', 'SERIPHUKIEN3541', '2000000', '1083');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3542', 'MODELPHUKIEN3542', 'SERIPHUKIEN3542', '2000000', '1085');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3543', 'MODELPHUKIEN3543', 'SERIPHUKIEN3543', '2000000', '1087');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3544', 'MODELPHUKIEN3544', 'SERIPHUKIEN3544', '2000000', '1089');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3545', 'MODELPHUKIEN3545', 'SERIPHUKIEN3545', '2000000', '1091');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3546', 'MODELPHUKIEN3546', 'SERIPHUKIEN3546', '2000000', '1093');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3547', 'MODELPHUKIEN3547', 'SERIPHUKIEN3547', '2000000', '1095');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3548', 'MODELPHUKIEN3548', 'SERIPHUKIEN3548', '2000000', '1097');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3549', 'MODELPHUKIEN3549', 'SERIPHUKIEN3549', '2000000', '1099');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3550', 'MODELPHUKIEN3550', 'SERIPHUKIEN3550', '2000000', '1101');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3551', 'MODELPHUKIEN3551', 'SERIPHUKIEN3551', '2000000', '1103');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3552', 'MODELPHUKIEN3552', 'SERIPHUKIEN3552', '2000000', '1105');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3553', 'MODELPHUKIEN3553', 'SERIPHUKIEN3553', '2000000', '1107');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3554', 'MODELPHUKIEN3554', 'SERIPHUKIEN3554', '2000000', '1109');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3555', 'MODELPHUKIEN3555', 'SERIPHUKIEN3555', '2000000', '1111');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3556', 'MODELPHUKIEN3556', 'SERIPHUKIEN3556', '2000000', '1113');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3557', 'MODELPHUKIEN3557', 'SERIPHUKIEN3557', '2000000', '1115');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3558', 'MODELPHUKIEN3558', 'SERIPHUKIEN3558', '2000000', '1117');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3559', 'MODELPHUKIEN3559', 'SERIPHUKIEN3559', '2000000', '1119');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3560', 'MODELPHUKIEN3560', 'SERIPHUKIEN3560', '2000000', '1121');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3561', 'MODELPHUKIEN3561', 'SERIPHUKIEN3561', '2000000', '1123');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3562', 'MODELPHUKIEN3562', 'SERIPHUKIEN3562', '2000000', '1125');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3563', 'MODELPHUKIEN3563', 'SERIPHUKIEN3563', '2000000', '1127');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3564', 'MODELPHUKIEN3564', 'SERIPHUKIEN3564', '2000000', '1129');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3565', 'MODELPHUKIEN3565', 'SERIPHUKIEN3565', '2000000', '1131');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3566', 'MODELPHUKIEN3566', 'SERIPHUKIEN3566', '2000000', '1133');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3567', 'MODELPHUKIEN3567', 'SERIPHUKIEN3567', '2000000', '1135');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3568', 'MODELPHUKIEN3568', 'SERIPHUKIEN3568', '2000000', '1137');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3569', 'MODELPHUKIEN3569', 'SERIPHUKIEN3569', '2000000', '1139');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3570', 'MODELPHUKIEN3570', 'SERIPHUKIEN3570', '2000000', '1141');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3571', 'MODELPHUKIEN3571', 'SERIPHUKIEN3571', '2000000', '1143');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3572', 'MODELPHUKIEN3572', 'SERIPHUKIEN3572', '2000000', '1145');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3573', 'MODELPHUKIEN3573', 'SERIPHUKIEN3573', '2000000', '1147');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3574', 'MODELPHUKIEN3574', 'SERIPHUKIEN3574', '2000000', '1149');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3575', 'MODELPHUKIEN3575', 'SERIPHUKIEN3575', '2000000', '1151');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3576', 'MODELPHUKIEN3576', 'SERIPHUKIEN3576', '2000000', '1153');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3577', 'MODELPHUKIEN3577', 'SERIPHUKIEN3577', '2000000', '1155');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3578', 'MODELPHUKIEN3578', 'SERIPHUKIEN3578', '2000000', '1157');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3579', 'MODELPHUKIEN3579', 'SERIPHUKIEN3579', '2000000', '1159');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3580', 'MODELPHUKIEN3580', 'SERIPHUKIEN3580', '2000000', '1161');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3581', 'MODELPHUKIEN3581', 'SERIPHUKIEN3581', '2000000', '1163');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3582', 'MODELPHUKIEN3582', 'SERIPHUKIEN3582', '2000000', '1165');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3583', 'MODELPHUKIEN3583', 'SERIPHUKIEN3583', '2000000', '1167');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3584', 'MODELPHUKIEN3584', 'SERIPHUKIEN3584', '2000000', '1169');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3585', 'MODELPHUKIEN3585', 'SERIPHUKIEN3585', '2000000', '1171');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3586', 'MODELPHUKIEN3586', 'SERIPHUKIEN3586', '2000000', '1173');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3587', 'MODELPHUKIEN3587', 'SERIPHUKIEN3587', '2000000', '1175');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3588', 'MODELPHUKIEN3588', 'SERIPHUKIEN3588', '2000000', '1177');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3589', 'MODELPHUKIEN3589', 'SERIPHUKIEN3589', '2000000', '1179');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3590', 'MODELPHUKIEN3590', 'SERIPHUKIEN3590', '2000000', '1181');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3591', 'MODELPHUKIEN3591', 'SERIPHUKIEN3591', '2000000', '1183');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3592', 'MODELPHUKIEN3592', 'SERIPHUKIEN3592', '2000000', '1185');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3593', 'MODELPHUKIEN3593', 'SERIPHUKIEN3593', '2000000', '1187');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3594', 'MODELPHUKIEN3594', 'SERIPHUKIEN3594', '2000000', '1189');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3595', 'MODELPHUKIEN3595', 'SERIPHUKIEN3595', '2000000', '1191');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3596', 'MODELPHUKIEN3596', 'SERIPHUKIEN3596', '2000000', '1193');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3597', 'MODELPHUKIEN3597', 'SERIPHUKIEN3597', '2000000', '1195');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3598', 'MODELPHUKIEN3598', 'SERIPHUKIEN3598', '2000000', '1197');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3599', 'MODELPHUKIEN3599', 'SERIPHUKIEN3599', '2000000', '1199');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3600', 'MODELPHUKIEN3600', 'SERIPHUKIEN3600', '2000000', '1201');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3601', 'MODELPHUKIEN3601', 'SERIPHUKIEN3601', '2000000', '1203');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3602', 'MODELPHUKIEN3602', 'SERIPHUKIEN3602', '2000000', '1205');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3603', 'MODELPHUKIEN3603', 'SERIPHUKIEN3603', '2000000', '1207');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3604', 'MODELPHUKIEN3604', 'SERIPHUKIEN3604', '2000000', '1209');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3605', 'MODELPHUKIEN3605', 'SERIPHUKIEN3605', '2000000', '1211');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3606', 'MODELPHUKIEN3606', 'SERIPHUKIEN3606', '2000000', '1213');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3607', 'MODELPHUKIEN3607', 'SERIPHUKIEN3607', '2000000', '1215');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3608', 'MODELPHUKIEN3608', 'SERIPHUKIEN3608', '2000000', '1217');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 3609', 'MODELPHUKIEN3609', 'SERIPHUKIEN3609', '2000000', '1219');
